State,District,Market,Commodity,Min Price,Max Price,Modal Price
Punjab,Tarntaran,Naushera Pannuan,Bitter gourd,1800,2000,1900
Punjab,Tarntaran,Naushera Pannuan,Bottle gourd,1800,2000,1900
Punjab,Tarntaran,Naushera Pannuan,Brinjal,2300,2500,2400
Punjab,Tarntaran,Naushera Pannuan,Cabbage,1800,2000,1900
Punjab,Tarntaran,Naushera Pannuan,Cucumbar(Kheera),1300,1500,1400
Punjab,Tarntaran,Naushera Pannuan,Green Chilli,2300,2500,2400
Punjab,Tarntaran,Naushera Pannuan,Ridgeguard(Tori),2100,2300,2200
Punjab,Tarntaran,Naushera Pannuan,Spinach,1800,2000,1900
Punjab,Tarntaran,Tarantaran,Bhindi(Ladies Finger),2500,2800,2600
Punjab,Tarntaran,Tarantaran,Brinjal,2000,2500,2200
Punjab,Tarntaran,Tarantaran,Cauliflower,6000,7000,6500
Punjab,Tarntaran,Tarantaran,Cucumbar(Kheera),2000,2600,2500
Punjab,Tarntaran,Tarantaran,Green Chilli,2500,3000,2800
Punjab,Tarntaran,Tarantaran,Onion,1800,2100,2000
Punjab,Tarntaran,Tarantaran,Peas cod,7000,7500,7200
Punjab,Tarntaran,Tarantaran,Potato,900,1100,1000
Punjab,Tarntaran,Tarantaran,Pumpkin,2500,2800,2600
Rajasthan,Ajmer,Bijay Nagar,Barley (Jau),1550,1665,1615
Rajasthan,Ajmer,Bijay Nagar,Guar Seed(Cluster Beans Seed),5200,5780,5650
Rajasthan,Ajmer,Bijay Nagar,Maize,2420,2550,2485
Rajasthan,Ajmer,Bijay Nagar,Mustard,5105,5105,5105
Rajasthan,Ajmer,Bijay Nagar,Onion,1000,1250,1150
Rajasthan,Ajmer,Bijay Nagar,Wheat,2250,2250,2250
Rajasthan,Barmer,Barmer,Guar Seed(Cluster Beans Seed),5750,5850,5800
Rajasthan,Bhilwara,Bhilwara,Garlic,7000,15000,11000
Rajasthan,Chittorgarh,Kapasan,Wheat,2200,2400,2300
Rajasthan,Churu,Sadulpur,Bajra(Pearl Millet/Cumbu),1700,1800,1750
Rajasthan,Hanumangarh,Goluwala,Onion,1700,1700,1700
Rajasthan,Hanumangarh,Goluwala,Potato,800,800,800
Rajasthan,Hanumangarh,Goluwala,Tomato,4500,4500,4500
Rajasthan,Hanumangarh,Sangriya,Onion,600,2500,2000
Rajasthan,Hanumangarh,Sangriya,Potato,300,1900,1700
Rajasthan,Hanumangarh,Suratgarh,Barley (Jau),1595,1626,1612
Rajasthan,Hanumangarh,Suratgarh,Garlic,12000,14000,13000
Rajasthan,Hanumangarh,Suratgarh,Guar,5440,5750,5450
Rajasthan,Hanumangarh,Suratgarh,Mustard,4650,5475,5180
Rajasthan,Hanumangarh,Suratgarh,Onion,1400,1600,1500
Rajasthan,Hanumangarh,Suratgarh,Potato,700,900,800
Rajasthan,Hanumangarh,Suratgarh,Tomato,12000,13000,12500
Rajasthan,Hanumangarh,Suratgarh,Wheat,2160,2231,2207
Rajasthan,Jaipur,Jaipur(F&V),Apple,17000,22000,19500
Rajasthan,Jaipur,Jaipur(F&V),Banana,2500,3000,2750
Rajasthan,Jaipur,Jaipur(F&V),Bitter gourd,2000,2500,2250
Rajasthan,Jaipur,Jaipur(F&V),Bottle gourd,1000,1500,1250
Rajasthan,Jaipur,Jaipur(F&V),Capsicum,5500,7000,6250
Rajasthan,Jaipur,Jaipur(F&V),Coriander(Leaves),5000,6800,5900
Rajasthan,Jaipur,Jaipur(F&V),Cucumbar(Kheera),1500,3000,2250
Rajasthan,Jaipur,Jaipur(F&V),Garlic,8000,16000,12000
Rajasthan,Jaipur,Jaipur(F&V),Ginger(Green),11000,18000,14500
Rajasthan,Jaipur,Jaipur(F&V),Green Chilli,2500,3500,3000
Rajasthan,Jaipur,Jaipur(F&V),Lemon,2000,2500,2250
Rajasthan,Jaipur,Jaipur(F&V),Mango,5000,15000,10000
Rajasthan,Jaipur,Jaipur(F&V),Onion,900,1600,1250
Rajasthan,Jaipur,Jaipur(F&V),Papaya,3500,4000,3750
Rajasthan,Jaipur,Jaipur(F&V),Pineapple,10000,12000,11000
Rajasthan,Jaipur,Jaipur(F&V),Pomegranate,11000,15000,13000
Rajasthan,Jaipur,Jaipur(F&V),Potato,900,1200,1050
Rajasthan,Jaipur,Jaipur(F&V),Pumpkin,1500,2000,1750
Rajasthan,Jaipur,Jaipur(F&V),Tinda,3000,6000,4500
Rajasthan,Jaipur,Jaipur(F&V),Tomato,8000,12000,10000
Rajasthan,Jalore,Jalore,Banana,2600,2800,2700
Rajasthan,Jalore,Jalore,Bhindi(Ladies Finger),1600,2000,1800
Rajasthan,Jalore,Jalore,Bitter gourd,1500,2000,1800
Rajasthan,Jalore,Jalore,Bottle gourd,3000,3500,3200
Rajasthan,Jalore,Jalore,Brinjal,4000,4500,4200
Rajasthan,Jalore,Jalore,Cabbage,2600,3000,2800
Rajasthan,Jalore,Jalore,Capsicum,3500,4000,3800
Rajasthan,Jalore,Jalore,Cauliflower,3000,3500,3200
Rajasthan,Jalore,Jalore,Coriander(Leaves),3000,3500,3200
Rajasthan,Jalore,Jalore,Ginger(Green),7000,8000,7500
Rajasthan,Jalore,Jalore,Green Chilli,3000,3500,3200
Rajasthan,Jalore,Jalore,Lemon,1200,1500,1300
Rajasthan,Jalore,Jalore,Onion Green,3000,3500,3200
Rajasthan,Jalore,Jalore,Tinda,1200,1500,1300
Rajasthan,Jalore,Jalore,Tomato,7000,8000,7500
Rajasthan,Jhunjunu,Nawalgarh,Onion,900,1100,1000
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Apple,4000,8000,6000
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Banana,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Coconut,2000,4500,3000
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Mango,1000,4000,2500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Mousambi(Sweet Lime),1500,2000,1700
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Onion,600,1200,900
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Papaya,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Pear(Marasebu),1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Pineapple,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Plum,3000,7000,5000
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Pomegranate,4000,8000,6000
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Potato,500,1300,900
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Bhindi(Ladies Finger),800,1500,1200
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Bitter gourd,1000,2000,1500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Bottle gourd,500,1500,1000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Brinjal,800,1700,1300
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Cabbage,1000,1500,1300
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Capsicum,4500,7200,6000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Cauliflower,1500,2200,1800
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Cluster beans,3200,4500,3800
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Colacasia,3000,3600,3300
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Cucumbar(Kheera),800,1500,1200
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Green Chilli,2000,3000,2200
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Lemon,800,1600,1200
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Little gourd (Kundru),1500,2000,1800
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Long Melon(Kakri),1500,2000,1700
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Marigold(loose),4000,7000,5500
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Mint(Pudina),600,1100,900
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Pointed gourd (Parval),1500,2000,1700
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Pumpkin,500,1200,800
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Ridgeguard(Tori),2800,4000,3200
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Rose(Loose)),5000,7000,6000
Rajasthan,Jodhpur,Jodhpur(F&V)(Paota),Round gourd,500,1500,1000
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Bajra(Pearl Millet/Cumbu),2000,2350,2175
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Castor Seed,5900,6200,6050
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Green Gram (Moong)(Whole),6800,7000,6900
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Guar,5600,5800,5700
Rajasthan,Jodhpur,Jodhpur(Grain)(Bhagat Ki Kothi),Jowar(Sorghum),2800,4100,3450
Rajasthan,Kota,Kota,Bengal Gram(Gram)(Whole),4591,4962,4700
Rajasthan,Kota,Kota,Black Gram (Urd Beans)(Whole),5200,7500,7200
Rajasthan,Kota,Kota,Corriander seed,5500,8100,6200
Rajasthan,Kota,Kota,Cowpea (Lobia/Karamani),5300,5300,5300
Rajasthan,Kota,Kota,Garlic,6825,14175,9500
Rajasthan,Kota,Kota,Green Peas,2686,2686,2686
Rajasthan,Kota,Kota,Jowar(Sorghum),2402,2402,2402
Rajasthan,Kota,Kota,Linseed,4612,4612,4612
Rajasthan,Kota,Kota,Maize,1875,1875,1875
Rajasthan,Kota,Kota,Methi Seeds,6100,6840,6500
Rajasthan,Kota,Kota,Mustard,5021,5467,5250
Rajasthan,Kota,Kota,Niger Seed (Ramtil),15400,16999,16500
Rajasthan,Kota,Kota,Paddy(Dhan)(Common),2582,4099,3800
Rajasthan,Kota,Kota,Soyabean,4851,5031,4950
Rajasthan,Kota,Kota,Wheat,2181,2557,2250
Rajasthan,Rajasamand,Rajasamand,Garlic,4000,6000,5000
Rajasthan,Rajasamand,Rajasamand,Onion,1000,1200,1100
Rajasthan,Rajasamand,Rajasamand,Potato,1000,1400,1200
Rajasthan,Rajasamand,Rajasamand,Tomato,10000,12000,11000
Rajasthan,Sikar,Sikar,Cucumbar(Kheera),1500,3000,2000
Rajasthan,Sikar,Sikar,Onion,500,1200,700
Rajasthan,Sikar,Sikar,Potato,900,1000,1000
Rajasthan,Sikar,Surajgarh,Mustard,4850,4940,4895
Rajasthan,Tonk,Dooni,Bajra(Pearl Millet/Cumbu),1780,1840,1810
Rajasthan,Tonk,Dooni,Mustard,4800,5075,4938
Rajasthan,Tonk,Dooni,Wheat,2230,2288,2255
Rajasthan,Tonk,Malpura,Bajra(Pearl Millet/Cumbu),1915,1950,1930
Rajasthan,Tonk,Malpura,Barley (Jau),1535,1575,1550
Rajasthan,Tonk,Malpura,Bengal Gram(Gram)(Whole),4980,5036,5015
Rajasthan,Tonk,Malpura,Jowar(Sorghum),3950,4260,4100
Rajasthan,Tonk,Malpura,Mustard,5250,5801,5650
Rajasthan,Tonk,Malpura,Wheat,2230,2245,2240
Tamil Nadu,Coimbatore,Anaimalai,Coconut,2270,2460,2340
Tamil Nadu,Coimbatore,Coimbatore,Turmeric,9250,13000,11250
Tamil Nadu,Coimbatore,Madathukulam,Coconut,2100,2200,2150
Tamil Nadu,Coimbatore,Madathukulam,Paddy(Dhan)(Common),2040,2060,2050
Tamil Nadu,Coimbatore,Negamam,Coconut,1800,2400,2000
Tamil Nadu,Coimbatore,Pongalur,Coconut,1440,2150,2060
Tamil Nadu,Coimbatore,Pongalur,Copra,7120,8000,7740
Tamil Nadu,Coimbatore,Thiruppur,Coconut,1800,2400,2200
Tamil Nadu,Coimbatore,Udumalpet,Coconut,1900,2100,2000
Tamil Nadu,Coimbatore,Udumalpet,Copra,5869,7810,6500
Tamil Nadu,Coimbatore,Udumalpet,Maize,2250,2300,2270
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),1716,1808,1808
Tamil Nadu,Cuddalore,Panruti,Cotton,3958,7058,6978
Tamil Nadu,Cuddalore,Panruti,"Sesamum(Sesame,Gingelly,Til)",3639,10629,10479
Tamil Nadu,Dindigul,Gopalpatti,Coconut,1550,2150,1750
Tamil Nadu,Erode,Dharapuram,Coconut,1735,2375,2275
Tamil Nadu,Erode,Kangeyam,Copra,6500,7300,7000
Tamil Nadu,Erode,Vellakkoil,Coconut,5860,7905,7718
Tamil Nadu,Madurai,Madurai,Paddy(Dhan)(Common),1940,2000,1970
Tamil Nadu,Madurai,Madurai,Paddy(Dhan)(Common),2093,2153,2123
Tamil Nadu,Madurai,Madurai,Paddy(Dhan)(Common),2478,2538,2508
Tamil Nadu,Madurai,Madurai,Paddy(Dhan)(Common),2786,2846,2816
Tamil Nadu,Madurai,Usilampatty,Cotton,4500,4600,4550
Tamil Nadu,Madurai,Usilampatty,Cotton,4400,4500,4450
Tamil Nadu,Madurai,Usilampatty,Cotton,4300,4400,4350
Tamil Nadu,Madurai,Usilampatty,Paddy(Dhan)(Common),1700,1800,1750
Tamil Nadu,Madurai,Usilampatty,Paddy(Dhan)(Common),1750,1850,1800
Tamil Nadu,Madurai,Usilampatty,Paddy(Dhan)(Common),2050,2150,2100
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,9119,10555,9837
Tamil Nadu,Namakkal,Namakkal,Coconut,1800,2000,1900
Tamil Nadu,Namakkal,Namakkal,Groundnut,7300,7500,7400
Tamil Nadu,Namakkal,Rasipuram,Groundnut,7500,8000,7750
Tamil Nadu,Namakkal,Tiruchengode,Groundnut,6800,7600,7200
Tamil Nadu,Namakkal,Velur,Coconut,2080,2329,2280
Tamil Nadu,Namakkal,Velur,Copra,5710,8129,8020
Tamil Nadu,Salem,Attur,Turmeric,12666,15514,13500
Tamil Nadu,Salem,Karumanturai,Paddy(Dhan)(Common),1950,2010,2000
Tamil Nadu,Salem,Omalur,Coconut,1700,2350,2000
Tamil Nadu,Salem,Salem,Cotton,6000,6325,6200
Tamil Nadu,Salem,Thalaivasal,Turmeric,6860,11500,8100
Tamil Nadu,Salem,Vazhapadi,Coconut,2030,2480,2255
Tamil Nadu,Thiruvannamalai,Vettavalam,Maize,0,2055,2055
Tamil Nadu,Thiruvannamalai,Vettavalam,Paddy(Dhan)(Common),1752,1856,1804
Tamil Nadu,Thiruvannamalai,Vettavalam,Paddy(Dhan)(Common),0,2359,2359
Tamil Nadu,Villupuram,Kallakurichi,Black Gram (Urd Beans)(Whole),8179,8319,8249
Tamil Nadu,Villupuram,Kallakurichi,Gingelly Oil,10971,14069,12520
Tamil Nadu,Villupuram,Kallakurichi,Groundnut,9236,11000,10118
Tamil Nadu,Villupuram,Kallakurichi,Maize,2029,2297,2163
Tamil Nadu,Villupuram,Kallakurichi,T.V. Cumbu,8100,8100,8100
Tamil Nadu,Villupuram,Manalurpet,Maize,2212,2249,2239
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),1918,1918,1918
Tamil Nadu,Villupuram,Manalurpet,Paddy(Dhan)(Common),1705,1705,1705
Tamil Nadu,Villupuram,Manalurpet,"Sesamum(Sesame,Gingelly,Til)",15654,15654,15654
Tamil Nadu,Villupuram,Manalurpet,T.V. Cumbu,7259,7259,7259
Tamil Nadu,Villupuram,Sangarapuram,Maize,2237,2308,2269
Tamil Nadu,Villupuram,Sangarapuram,Paddy(Dhan)(Common),1920,2088,2088
Tamil Nadu,Villupuram,Sangarapuram,Paddy(Dhan)(Common),1747,1867,1824
Tamil Nadu,Villupuram,Thiryagadurgam,Black Gram (Urd Beans)(Whole),7600,7600,7600
Tamil Nadu,Villupuram,Thiryagadurgam,Maize,2119,2119,2119
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),1680,1733,1707
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),1755,2411,1912
Tamil Nadu,Villupuram,Thiryagadurgam,Paddy(Dhan)(Common),2133,2703,2379
Tamil Nadu,Villupuram,Thiryagadurgam,"Sesamum(Sesame,Gingelly,Til)",14736,15150,14988
Telangana,Adilabad,Adilabad(Rythu Bazar),Brinjal,7000,7200,7000
Telangana,Adilabad,Boath,Jowar(Sorghum),3000,3000,3000
Telangana,Adilabad,Indravelly(Utnoor),Maize,1950,2100,2050
Telangana,Adilabad,Laxettipet,Alsandikai,4500,4500,4500
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,14000,18000,15000
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,5000,12000,10000
Telangana,Hyderabad,Mahboob Manison,Garlic,2300,2300,2300
Telangana,Hyderabad,Mahboob Manison,Onion,1300,1800,1500
Telangana,Hyderabad,Mahboob Manison,Onion,200,1000,800
Telangana,Hyderabad,Mahboob Manison,Potato,2300,2300,2300
Telangana,Jagityal,Mallapur,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Karimnagar,Choppadandi,Maize,2025,2223,2223
Telangana,Karimnagar,Choppadandi,Paddy(Dhan)(Common),2043,2061,2061
Telangana,Karimnagar,Dharmapuri,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Karimnagar,Dharmaram,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Karimnagar,Gopalraopet,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Karimnagar,Husnabad,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Karimnagar,Ibrahimpatnam,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Karimnagar,Jammikunta,Cotton,6800,7150,7100
Telangana,Karimnagar,Karimnagar,Bhindi(Ladies Finger),3000,4600,3800
Telangana,Karimnagar,Karimnagar,Brinjal,3000,3000,3000
Telangana,Karimnagar,Karimnagar,Cabbage,1600,1600,1600
Telangana,Karimnagar,Karimnagar,Carrot,3500,3500,3500
Telangana,Karimnagar,Karimnagar,Cluster beans,3000,7000,5000
Telangana,Karimnagar,Karimnagar,Cotton,6201,6231,6231
Telangana,Karimnagar,Karimnagar,French Beans (Frasbean),3000,4500,3750
Telangana,Karimnagar,Karimnagar,Green Chilli,7000,8500,7750
Telangana,Karimnagar,Karimnagar,Thondekai,2500,2500,2500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Beetroot,3000,4000,3500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Bhindi(Ladies Finger),5000,6000,5500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Bitter gourd,5000,7000,6000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Bottle gourd,2000,3000,2500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Brinjal,3000,4000,3500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cabbage,2000,2500,2000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Carrot,3500,5000,4000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cauliflower,6000,8000,7000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cluster beans,4500,6000,5000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Cucumbar(Kheera),2000,3000,2500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Drumstick,4000,6000,5000
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Green Chilli,8000,10500,9500
Telangana,Karimnagar,Karimnagar(Rythu Bazar),Ridgeguard(Tori),8000,9500,8500
Telangana,Karimnagar,Kathalapur,Paddy(Dhan)(Common),2203,2203,2203
Telangana,Karimnagar,Koratla,Paddy(Dhan)(Common),2100,2100,2100
Telangana,Karimnagar,Mallial(Cheppial),Paddy(Dhan)(Common),2060,2060,2060
Telangana,Karimnagar,Manakodur,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Karimnagar,Manakodur,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Karimnagar,Manthani,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Karimnagar,Metpally,Paddy(Dhan)(Common),2203,2203,2203
Telangana,Karimnagar,Peddapalli,Cotton,6006,6987,6867
Telangana,Karimnagar,Pudur,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Karimnagar,Sircilla,Cotton,6080,6380,6380
Telangana,Karimnagar,Sircilla,Paddy(Dhan)(Common),2040,2060,2060
Telangana,Karimnagar,Vemulawada,Paddy(Dhan)(Common),2040,2060,2060
Telangana,Khammam,Burgampadu,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Khammam,Charla,Paddy(Dhan)(Common),2030,2060,2040
Telangana,Khammam,Dammapet,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Khammam,Enkoor,Cotton,6500,6800,6700
Telangana,Khammam,Khammam,Cotton,5200,7050,6900
Telangana,Khammam,Kothagudem,Paddy(Dhan)(Common),2020,2060,2040
Telangana,Khammam,Madhira,Wood,360,380,370
Telangana,Khammam,Nelakondapally,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Khammam,Wyra,Paddy(Dhan)(Common),2020,2060,2040
Telangana,Mahbubnagar,Alampur,Paddy(Dhan)(Common),2000,2060,2040
Telangana,Mahbubnagar,Gadwal(Lezza),Paddy(Dhan)(Common),2000,2060,2040
Telangana,Mahbubnagar,Kalwakurthy,Bhindi(Ladies Finger),4500,4500,4500
Telangana,Mahbubnagar,Kalwakurthy,Bitter gourd,5000,6000,5500
Telangana,Mahbubnagar,Kalwakurthy,Brinjal,3000,3000,3000
Telangana,Mahbubnagar,Kalwakurthy,Cucumbar(Kheera),2500,3000,2750
Telangana,Mahbubnagar,Kalwakurthy,Green Chilli,6000,10000,8000
Telangana,Mahbubnagar,Kollapur,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Mahbubnagar,Mahbubnagar,Groundnut,6189,6189,6189
Telangana,Mahbubnagar,Mahbubnagar(Nawabpet),Ragi (Finger Millet),2000,2000,2000
Telangana,Mahbubnagar,Nagarkurnool,Maize,1962,1962,1962
Telangana,Mahbubnagar,Nagarkurnool(Talkapalli),Paddy(Dhan)(Common),2040,2040,2040
Telangana,Mahbubnagar,Wanaparthy Road,Paddy(Dhan)(Common),2049,2069,2059
Telangana,Mahbubnagar,Wanaparthy Road(Prbbair),Paddy(Dhan)(Common),2020,2060,2040
Telangana,Mahbubnagar,Wanaparthy town,Groundnut,5850,5850,5850
Telangana,Medak,Dubbak,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Medak,Medak,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Medak,Sangareddy,Brinjal,2500,2500,2500
Telangana,Medak,Sangareddy,Cabbage,1500,1500,1500
Telangana,Medak,Sangareddy,Green Chilli,8000,9000,8500
Telangana,Medak,Siddipet,Maize,1966,2211,2066
Telangana,Medak,Togguta,Paddy(Dhan)(Basmati),2060,2060,2060
Telangana,Nalgonda,Aler,Arhar (Tur/Red Gram)(Whole),6600,6600,6600
Telangana,Nalgonda,Chandur,Paddy(Dhan)(Basmati),2060,2060,2060
Telangana,Nalgonda,Chandur(Mungodu),Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Chityal,Cotton,5980,6180,6080
Telangana,Nalgonda,Chityal,Cotton,5980,6180,6080
Telangana,Nalgonda,Chityal,Paddy(Dhan)(Common),1940,2060,2040
Telangana,Nalgonda,Choutuppal,Paddy(Dhan)(Common),2000,2060,2040
Telangana,Nalgonda,Devarakonda,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Devarkonda(Dindi),Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Devarkonda(Mallepalli),Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Miryalaguda,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Mothkur,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Nakrekal,Lime,250,2500,1000
Telangana,Nalgonda,Nakrekal,Paddy(Dhan)(Common),2203,2203,2203
Telangana,Nalgonda,Neredcherla,Paddy(Dhan)(Common),2170,2200,2180
Telangana,Nalgonda,Nidamanoor,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nizamabad,Bhiknoor,Paddy(Dhan)(Common),2040,2060,2060
Telangana,Nizamabad,Bichkunda,Maize,1962,1962,1962
Telangana,Nizamabad,Bichkunda,Paddy(Dhan)(Common),2040,2040,2040
Telangana,Nizamabad,Bichkunda,Paddy(Dhan)(Common),2060,2060,2060
Telangana,Nizamabad,Bichkunda,Soyabean,4300,4300,4300
Telangana,Nizamabad,Gandhari,Maize,1962,1962,1962
Telangana,Nizamabad,Kamareddy,Maize,1962,1962,1962
Telangana,Nizamabad,Madnoor,Cotton,6850,6850,6850
Telangana,Ranga Reddy,Chevella,Brinjal,3000,3000,3000
Telangana,Ranga Reddy,Chevella,Cabbage,2000,2000,2000
Telangana,Ranga Reddy,Chevella,Cauliflower,3000,3000,3000
Telangana,Ranga Reddy,Chevella,Green Chilli,8000,8000,8000
Telangana,Ranga Reddy,Chevella,Tomato,9000,9000,9000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Banana - Green,1100,1100,1100
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Beetroot,2800,2800,2800
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Bhindi(Ladies Finger),6500,6500,6500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Bitter gourd,5500,5500,5500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Bottle gourd,1500,1500,1500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Brinjal,3500,3500,3500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Cabbage,1700,1700,1700
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Capsicum,7000,7000,7000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Carrot,4500,4500,4500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Cauliflower,2300,2300,2300
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Cluster beans,4000,4000,4000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Colacasia,4000,4000,4000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Cucumbar(Kheera),2000,2000,2000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Drumstick,3500,3500,3500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Field Pea,6500,6500,6500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),French Beans (Frasbean),9500,9500,9500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Green Chilli,6500,6500,6500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Leafy Vegetable,2000,2000,2000
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Onion,1400,1400,1400
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Onion Green,4500,4500,4500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Potato,2300,2300,2300
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Pumpkin,1800,1800,1800
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Ridgeguard(Tori),4500,4500,4500
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Snakeguard,1800,1800,1800
Telangana,Ranga Reddy,Kukatpally(Rythu Bazar),Sweet Potato,1300,1300,1300
